Rank,Player,ELO,Games,Wins,Win Rate,Peak,Last
-,DanielDandaniel+7434,1169.451389073632,0,0.0,0.0%,1169,0
-,byzeke+7830,1168.7709128775125,0,0.0,0.0%,1169,0
-,Bitto+476,1168.2371527619432,1,0.0,0.0%,1176,-10
-,MrMushroomMan+3221,1167.5590471196376,59,9.0,15.3%,1200,-4
-,PsychologicalBox+5812,1167.5318643344565,0,0.0,0.0%,1168,0
-,Cotton+4951,1166.7195422985635,5,0.0,0.0%,1237,-16
-,sparrowhawk+9374,1166.6114319113058,14,3.0,21.4%,1278,-15
-,EdacM+9189,1166.5762373889072,0,0.0,0.0%,1167,0
-,Excitedteapot+2857,1166.553568354502,0,0.0,0.0%,1167,0
-,nyosh8484+1627,1166.2668274524528,1,0.0,0.0%,1169,-5
-,Potet+3500,1166.2465732501191,0,0.0,0.0%,1166,0
-,Lifeye+4414,1165.668064132306,0,0.0,0.0%,1166,0
-,Spuddy+6193,1165.559111718401,18,3.0,16.7%,1203,-7
-,nathanbraun+7726,1165.5430238187669,2,0.0,0.0%,1200,-21
-,JointedRumble60+7541,1165.4914104195564,2,0.0,0.0%,1200,-19
-,osche+990,1165.1840926580312,2,0.0,0.0%,1200,-25
-,FireFox+7079,1165.104034804699,0,0.0,0.0%,1165,0
-,Skyfish192+5548,1164.7997728777034,8,1.0,12.5%,1200,-5
-,residentevil+6828,1164.5412188432306,0,0.0,0.0%,1165,0
-,MOMOGA+5135,1164.0351714827757,0,0.0,0.0%,1164,0
-,brrrlinguist+929,1164.0314551820172,0,0.0,0.0%,1164,0
-,OUSlaughter+3653,1163.7927196176238,0,0.0,0.0%,1164,0
-,FalconBird+7701,1163.7323284909148,0,0.0,0.0%,1164,0
-,MinePokemine+7899,1163.500053670186,0,0.0,0.0%,1164,0
-,TheRedViper+1596,1163.2611997308602,0,0.0,0.0%,1163,0
-,Drinken+3181,1162.9125590519857,0,0.0,0.0%,1163,0
-,StarhardFishrinse+1675,1162.608953507278,0,0.0,0.0%,1163,0
-,Kdos15+1623,1162.4259332576996,3,0.0,0.0%,1200,-13
-,Snivylover12+1064,1162.2476205394328,2,0.0,0.0%,1184,-9
-,CptAlex+2928,1162.1500063718945,0,0.0,0.0%,1162,0
-,Blepblep+6970,1161.9518308269044,0,0.0,0.0%,1162,0
-,DevilUnfiltered+380,1161.4084591901906,0,0.0,0.0%,1161,0
-,Marcus+9032,1160.756164963634,0,0.0,0.0%,1161,0
-,Aster+4188,1160.7135869475212,3,0.0,0.0%,1200,-14
-,metalnooze+4817,1160.698248322218,0,0.0,0.0%,1161,0
-,Cheetah32+6800,1160.5716718218669,0,0.0,0.0%,1161,0
-,RexCow+93848049,1160.298575136513,0,0.0,0.0%,1160,0
-,Bjoda+2731,1160.0116262365354,0,0.0,0.0%,1160,0
-,RaveAnt+1236,1159.9503546742064,0,0.0,0.0%,1160,0
-,Fenetix+9243,1159.9244058915924,0,0.0,0.0%,1160,0
-,Biggins96+3792,1159.8265419908992,0,0.0,0.0%,1160,0
-,kingslime+8836,1159.3724570468416,0,0.0,0.0%,1159,0
-,MangoBlade11+7548,1159.15175938197,0,0.0,0.0%,1159,0
-,Montes+8263,1158.9615850519217,7,1.0,14.3%,1200,-19
-,Onninn+8321,1158.576553788774,4,0.0,0.0%,1200,-5
-,BigHat+3791,1158.4548023452642,0,0.0,0.0%,1158,0
-,XxD4RK_W0LFxX+9534,1158.1256644673874,0,0.0,0.0%,1158,0
-,Hiyoshi+2879,1157.5935321201505,0,0.0,0.0%,1158,0
-,mouseinabox+992,1157.3511563198786,85,17.0,20.0%,1303,-5
-,TheSAS+222,1157.0312720115044,3,0.0,0.0%,1200,-13
-,Evenorodds+2809,1156.8238974071971,0,0.0,0.0%,1157,0
-,Lobster+5525,1156.2755260039266,0,0.0,0.0%,1156,0
-,rhino+3915,1155.645774529998,13,2.0,15.4%,1230,-9
-,Baradhas+8593,1155.5713551996628,0,0.0,0.0%,1156,0
-,Jilduhn+6197,1155.3392255021922,3,0.0,0.0%,1200,-14
-,RubyRosemary+8390,1155.111904513755,3,0.0,0.0%,1200,-13
-,Zeldamon+7946,1154.783036340627,0,0.0,0.0%,1155,0
-,pashatherussian+5688,1154.6347813680482,0,0.0,0.0%,1155,0
-,Thanhdat+1146,1153.9865350490868,0,0.0,0.0%,1154,0
-,Vxdaa+3835,1153.8460080194004,9,1.0,11.1%,1200,-9
-,FakeSki+4232,1153.6654919388902,0,0.0,0.0%,1154,0
-,maxlovesyou+9434,1153.207049748503,59,8.0,13.6%,1200,+15
-,eef99+8799,1153.1864443498453,0,0.0,0.0%,1153,0
-,FVMLion+1706,1152.7420259381067,0,0.0,0.0%,1153,0
-,Cloudere+8085,1151.5480981638473,0,0.0,0.0%,1152,0
-,NaySmith+3702,1150.4014263406004,0,0.0,0.0%,1150,0
-,IndifferentFish+2547,1149.742249451856,2,0.0,0.0%,1173,-11
-,Sirius+9323,1149.2578820015387,0,0.0,0.0%,1149,0
-,Burrito+5969,1148.9983915358798,18,3.0,16.7%,1237,-7
-,BugMuff44+9091,1148.897743841236,0,0.0,0.0%,1149,0
-,spirit+8777,1147.5435648488667,3,0.0,0.0%,1200,-23
-,Ultcyber+1551,1147.4059457392525,0,0.0,0.0%,1147,0
-,TheIndustrialRevoloution+3880,1146.4996398914252,0,0.0,0.0%,1146,0
-,MrOrungUtan+2375,1146.3513451651825,11,1.0,9.1%,1221,-3
-,MoxJet+3716,1146.1772496925398,0,0.0,0.0%,1146,0
-,SSR_Mike+6444,1146.1056696783505,1,0.0,0.0%,1161,-17
-,Jerry,1145.4771210569304,0,0.0,0.0%,1145,0
-,Yucca+8041,1144.8721769278486,0,0.0,0.0%,1145,0
-,McMayo+5829,1144.2380994296518,0,0.0,0.0%,1144,0
-,Harriet+1445,1142.7856048457825,0,0.0,0.0%,1143,0
-,Soluna+2127,1142.1047842069122,0,0.0,0.0%,1142,0
-,ZimaBlue+5729,1140.488383107845,1,0.0,0.0%,1146,-7
-,CoxyNormus+5176,1140.2875657968652,0,0.0,0.0%,1140,0
-,Matthew+8325,1140.094365273884,4,0.0,0.0%,1200,-9
-,Lokfok+5204,1140.0703670012758,0,0.0,0.0%,1140,0
-,Yragael+5413,1140.041233666297,1,0.0,0.0%,1164,-26
-,NattyKash+316,1139.7027277066054,0,0.0,0.0%,1140,0
-,Skumfi+5761,1139.232765507808,1,0.0,0.0%,1151,-14
-,Blank+7029,1138.2276053162575,0,0.0,0.0%,1138,0
-,Podge0303+8578,1138.02970562356,0,0.0,0.0%,1138,0
-,chux88+4717,1137.8475492577852,2,0.0,0.0%,1155,-10
-,ellbelle+9011,1137.102758499275,0,0.0,0.0%,1137,0
-,kamomileTea+4472,1136.9006805885165,15,2.0,13.3%,1193,-8
-,cjahwon+6865,1136.2246352514471,82,13.5,16.5%,1139,-5
-,JumboSalca+6618,1135.7224934325875,50,7.0,14.0%,1200,-3
-,DGDKami+9860,1134.8510943347728,0,0.0,0.0%,1135,0
-,Rabbi+7,1134.6841484962936,1,0.0,0.0%,1150,-17
-,DarthOblivius+1339,1134.2958751191763,40,5.0,12.5%,1206,-2
-,Krooter+8646,1133.2501798110338,0,0.0,0.0%,1133,0
-,FatBoyyy+6258,1131.3380151069289,0,0.0,0.0%,1131,0
-,Gagneto+8499,1131.175750029343,0,0.0,0.0%,1131,0
-,buurn+343,1130.8748217726675,66,9.0,13.6%,1242,-3
-,TonyDeloreanESQ+4756,1130.7836814160187,23,3.0,13.0%,1168,-3
-,Piechu+7320,1130.4020970665588,10,2.0,20.0%,1193,-4
-,Ironic+3891,1129.3976440922688,0,0.0,0.0%,1129,0
-,optimusprawn+9866,1128.9353678989849,0,0.0,0.0%,1129,0
-,Joshi69+4249,1128.43394474839,7,0.0,0.0%,1200,-5
-,Viggs+9470,1128.2641550748197,0,0.0,0.0%,1128,0
-,PeskyPaul+5583,1128.250008383988,0,0.0,0.0%,1128,0
-,legrandgrand+9040,1127.9417704251705,0,0.0,0.0%,1128,0
-,Sharkskln+6071,1127.865697648308,0,0.0,0.0%,1128,0
-,ReoWulf+5368,1127.442413684652,0,0.0,0.0%,1127,0
-,MikaelsBlessing+8102,1127.1080455092454,24,2.0,8.3%,1217,-2
-,Keirou+2295,1127.0371511002206,6,0.0,0.0%,1200,-16
-,PlagueCarrier+5718,1126.923580223706,2,0.0,0.0%,1143,-6
-,AxelMcKenzie+19,1126.869106189945,0,0.0,0.0%,1127,0
-,marksoz00+1780,1126.2844849870994,37,5.0,13.5%,1278,-4
-,plushcultist+9901,1125.4147104578753,8,0.0,0.0%,1200,-7
-,DrFrog+6075,1124.5024997916134,13,1.0,7.7%,1200,-6
-,benssoon+802,1124.4336876012248,0,0.0,0.0%,1124,0
-,Tseka+4826,1123.8452840344123,0,0.0,0.0%,1124,0
-,Sirakrush+8293,1123.7651201156234,5,0.0,0.0%,1200,-17
-,Lobber+171819,1123.6934632077912,5,0.0,0.0%,1200,-15
-,anoretu+9881,1123.1916595783948,0,0.0,0.0%,1123,0
-,TempExtremal+1625,1122.973241782949,0,0.0,0.0%,1123,0
-,EarlofEarl+908,1122.2706052713663,0,0.0,0.0%,1122,0
-,mkcy3+8006,1122.0344543447147,0,0.0,0.0%,1122,0
-,CodPieceZ+7710,1121.8264118789448,0,0.0,0.0%,1122,0
-,HeatBeats+9767,1121.322855286929,0,0.0,0.0%,1121,0
-,TheJokeisOver+2453,1121.0049240148458,5,0.0,0.0%,1200,-9
-,DarkPortents+1248,1120.4298277903501,1,0.0,0.0%,1133,-15
-,strypeez+6330,1119.439945410941,0,0.0,0.0%,1119,0
-,Xman1997+3777,1117.5006630889254,0,0.0,0.0%,1118,0
-,Supersingalong+6545,1116.9171298690956,26,2.0,7.7%,1173,-2
-,hauntedpebbles2+8720,1116.5125990955903,0,0.0,0.0%,1117,0
-,silverfox+4551,1115.9876441648762,31,4.0,12.9%,1153,-6
-,nikkan+7933,1115.7673233164098,0,0.0,0.0%,1116,0
-,BoMa85+9812,1115.6276854542205,1,0.0,0.0%,1119,-5
-,Awesem+1966,1115.2045041742228,3,0.0,0.0%,1136,-9
-,budynzsmalcem+3790,1114.067507536129,1,0.0,0.0%,1122,-10
-,NonStInc.+6190,1113.6610915723825,0,0.0,0.0%,1114,0
-,Trumpet+4282,1110.4045659187975,0,0.0,0.0%,1110,0
-,TheWiseFox+8428,1109.889802247444,1,0.0,0.0%,1116,-8
-,BadScra+3199,1109.4521405110465,5,0.0,0.0%,1160,-8
-,sourdoh+5225,1109.2366666531927,5,0.0,0.0%,1151,-6
-,Hurple+6007,1108.5988015170412,33,5.0,15.2%,1109,-2
-,Fearteiler+8050,1108.0135582489752,3,0.0,0.0%,1135,-13
-,HollyKat902+1703,1107.831032843971,0,0.0,0.0%,1108,0
-,KELTON+3123,1107.4127293167753,6,0.0,0.0%,1200,-10
-,Acelet,1106.2704785001974,0,0.0,0.0%,1106,0
-,Jboooooooooooooooooooom+4776,1105.5144741473337,0,0.0,0.0%,1106,0
-,Hossain2020+1837,1104.6865196100246,0,0.0,0.0%,1105,0
-,Cheesecake271+5205,1103.9999567562156,0,0.0,0.0%,1104,0
-,re_al_+5392,1100.9597153675063,0,0.0,0.0%,1101,0
-,Whats02+5282,1100.9384761148808,0,0.0,0.0%,1101,0
-,TheSillyBilly+6135,1100.858503313088,2,0.0,0.0%,1130,-9
-,Mazrim+9295,1100.6648574044082,13,0.0,0.0%,1200,-1
-,Hadjiya+4475,1099.9459749632833,8,0.0,0.0%,1190,-12
-,KargDemiau+7823,1098.3005262083284,0,0.0,0.0%,1098,0
-,Gaborever+8187,1098.227765019902,0,0.0,0.0%,1098,0
-,amjohnson636+3986,1096.426952455109,0,0.0,0.0%,1096,0
-,NightTsuki+7092,1096.1154333054524,0,0.0,0.0%,1096,0
-,Oppapi+9478,1093.497757946619,1,0.0,0.0%,1103,-12
-,Glasypress+9650,1092.5565212750323,11,0.0,0.0%,1200,-7
-,Kangourouiambic+846,1091.5935450214674,26,1.0,3.8%,1227,-1
-,nutrimentia+2965,1090.4519147652968,1,0.0,0.0%,1097,-8
-,HowDoYouDrew+716,1087.7804401514934,0,0.0,0.0%,1088,0
-,TheFourthJesse+9103,1087.5923712947376,5,0.0,0.0%,1118,-5
-,Fabius+5370,1085.5271046585024,2,0.0,0.0%,1092,-3
-,Elijah+6615,1085.4587737189825,0,0.0,0.0%,1085,0
-,tunnndz+4720,1082.0377873700731,11,1.0,9.1%,1139,-9
-,alevGO+2990,1081.6106437472515,0,0.0,0.0%,1082,0
-,Nate-inator+8253,1080.9256067054466,0,0.0,0.0%,1081,0
-,Maladay+6079,1079.0090990839462,1,0.0,0.0%,1086,-9
-,BaliHoo+3674,1078.6909511406666,12,2.0,16.7%,1105,-10
-,darkcat+794,1078.1659953351464,2,0.0,0.0%,1087,-7
-,Jqekel+9710,1075.3991602190881,19,1.0,5.3%,1230,-5
-,RootiredRooter+4390,1075.2103486103763,1,0.0,0.0%,1081,-8
-,LilSoup+6064,1071.2751881638544,19,0.0,0.0%,1200,-7
-,Banzai7000+1191,1071.011059947053,0,0.0,0.0%,1071,0
-,rathyAro+1512,1070.9884226861166,6,0.0,0.0%,1124,-2
-,Nightfury1089+500,1069.8967742609575,10,0.0,0.0%,1200,-6
-,Mopey+1052,1068.3300360254127,9,0.0,0.0%,1200,-8
-,WehrleDominance+8011,1067.4973390871905,77,7.0,9.1%,1200,-2
-,RedSamurai+6981,1066.8189486294298,15,0.0,0.0%,1200,-3
-,Doordecat+1475,1065.511043892491,0,0.0,0.0%,1066,0
-,100pctskillz+6186,1064.3558820726437,0,0.0,0.0%,1064,0
-,Dizzz+246,1063.821044611741,0,0.0,0.0%,1064,0
-,Raybit+2953,1061.6712904758344,0,0.0,0.0%,1062,0
-,Aceosd+1686,1060.7771986492903,0,0.0,0.0%,1061,0
-,Samven+4822,1060.1532256338849,15,0.0,0.0%,1200,-4
-,hanban+3911,1059.666698480899,0,0.0,0.0%,1060,0
-,polyphemur+3699,1058.0251121900933,8,0.0,0.0%,1139,-6
-,sleepylabone+1003,1055.724058507799,8,0.0,0.0%,1125,-7
-,Diyana+933,1052.3927336816123,7,0.0,0.0%,1091,-5
-,Durian+959,1052.2830245466894,1,0.0,0.0%,1059,-9
-,blasonmyphemous+8394,1049.75196224577,0,0.0,0.0%,1050,0
-,Lex25+415,1044.4330192261446,0,0.0,0.0%,1044,0
-,Knightochan+8069,1044.221035432604,0,0.0,0.0%,1044,0
-,Solsuke+409,1043.8895579046691,38,1.0,2.6%,1200,-2
-,RangerEpic+3948,1039.3016178325258,1,0.0,0.0%,1045,-8
-,nmyers2+8426,1037.9736359648039,44,2.0,4.5%,1200,-4
-,MPEIII+9205,1037.888942965877,21,0.0,0.0%,1200,-5
-,Wrestler+3756,1029.4343448755096,36,2.0,5.6%,1097,-4
-,Ljaz7+6925,1027.2243836426105,16,1.0,6.2%,1080,-5
-,voltigeur+3314,1021.7657782282739,7,0.0,0.0%,1051,-11
-,Shrimpster+8461,1021.5130204214378,19,1.0,5.3%,1052,-5
-,alex0+3804,1019.9693384888316,0,0.0,0.0%,1020,0
-,DawnDiVito+5802,1013.5344227893374,24,2.0,8.3%,1032,-4
-,DelSol+6479,1003.1488588763183,10,0.0,0.0%,1040,-5
-,DrCheeseFiend+3515,954.6239610975011,7,0.0,0.0%,973,-2
-,Munchking+5998,950.6708350556115,35,2.0,5.7%,989,-2
-,HyenaDon+4502,919.9655476368833,41,1.0,2.4%,953,-1
